Carimbo de data/hora,Razão Social Cliente,CNPJ do Cliente,Valor do boleto:,Data de Vencimento,Tipo de produto:,Motivo:,QUEM SOLICITOU,Cliente novo?,Obsevações,Emissão por qual CNPJ?,Endereço de e-mail
4/7/2026,CAMARA DE INDUSTRIA COMERCIO SERVICOS E AGROPECUARIA DE SAO MARCOS,90.480.336/0001-91,"R$ 1.477,70",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,COOPERATIVA TRITICOLA CACAPAVANA LTDA - COTRISUL,87.678.132/0001-55,"R$ 6.429,91",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,DO VALE COMERCIO DE PNEUMATICOS LTDA,08.713.358/0001-73,"R$ 209,98",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,GENERAL COAT PINTURA INDUSTRIAL LTDA,09.451.565/0001-60,"R$ 992,46",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,MULTIRISCO ADMINISTRACAO E CORRETAGEM DE SEGUROS LTDA,92.872.324/0001-38,"R$ 494,91",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,PAGLIARIN E CIA LTDA,97.168.066/0001-27,"R$ 219,85",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,SONDA TRANSPORTES SA,88.584.875/0001-29,"R$ 669,55",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,T F CARLET,30.219.383/0001-54,"R$ 379,95",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,VITIVINICOLA JOLIMONT LTDA,88.212.881/0001-55,"R$ 689,93",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,ORDEM DOS ADVOGADOS DO BRASIL SECCAO DO RIO G DO SUL,87.019.584/0012-88,"R$ 29,99",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,COOPERATIVA DE CREDITO E INVESTIMENTO LIBERDADE - SICREDI LIBERDADE,88.530.142/0001-01,"R$ 389,70",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,EMERGENCIALL EMERGENCIAS AMBIENTAIS LTDA,05.441.968/0001-77,"R$ 861,55",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,CASA DO MEL,02.174.156/0001-14,"R$ 44,99",4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,CARDOSO E POLI,bruna@luxustelefonia.com.br
4/7/2026,CONEXAO DIRETA SERVICOS DE APOIO ADMINISTRATIVO LTDA,58.485.075/0001-90,,4/20/2026,Aluguel,BOLETO E NOTA,Bruna,NÃO,,LUXUS TELEFONIA LTDA,meline@luxustelefonia.com.br
4/7/2026,COOPERATIVA REGIONAL DE ENERGIA TAQUARI JACUI,97.839.922/0001-29,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,TRIAUTO PROTECAO VEICULAR,36.552.203/0001-38,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,TRIAUTO PROTECAO VEICULAR,36.552.203/0001-39,,4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,,4/11/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,,4/11/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,CLARO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DEMANDER FORCA DE VENDAS LTDA,37.868.347/0001-60,,4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,CERAMICA BARRINHA LTDA,94.645.140/0001-60,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,SUPERMERCADO LUTTERBECK LTDA,92.478.445/0001-08,,4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,INNTEC SERVICOS EM TECNOLOGIA LTDA,18.717.160/0001-11,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,BIERDRON CERVEJARIA LTDA,30.582.762/0001-04,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ASSOCIACAO LAJEADENSE DOS POLICIAIS RODOV FEDERAIS,01.544.678/0001-06,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DREBES CIA LTDA (VIVO),96.662.168/0001-31,,5/10/2026,Aluguel,Emissão nota e boleto,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,DREBES CIA LTDA (TIM),96.662.168/0001-31,,5/28/2026,Aluguel,Emissão nota e boleto,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,JBL INSTALACOES ELETRICAS LTDA,58.653.558/0001-56,,4/10/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,MAGIC BRANDS INDUSTRIA E COMERCIO DE CONFECCOES LTDA,11.734.998/0001-74,,4/20/2026,Aluguel,Emissão apenas nota fiscal,Bruna,NÃO,TIM,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,,4/20/2026,Aluguel,Emissão apenas nota fiscal,,,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,,4/20/2026,Aluguel,Emissão apenas nota fiscal,,,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
4/7/2026,ORDEM DOS ADVOGADOS DO BRASIL SECAO DA BAHIA,14.259.469/0001-54,,4/20/2026,Aluguel,Emissão apenas nota fiscal,,,VIVO,LUXUS TELEFONIA LTDA,bruna@luxustelefonia.com.br
